,age,job,marital,education,default,housing,loan,comm_type,month,day_of_week,last_contact_duration,campaign_contact_count,poutcome,cons.price.idx,cons.conf.idx,nr.employed,cluster
1972,54,technician,married,unknown,unknown,no,no,telephone,may,fri,111,2,nonexistent,93.994,-36.4,5191.0,2
1973,41,blue-collar,divorced,basic.4y,no,no,no,telephone,may,fri,91,3,nonexistent,93.994,-36.4,5191.0,2
1974,26,blue-collar,single,high.school,no,no,no,telephone,may,fri,213,4,nonexistent,93.994,-36.4,5191.0,2
1975,43,management,married,basic.4y,no,yes,no,telephone,may,fri,257,3,nonexistent,93.994,-36.4,5191.0,2
1976,28,technician,single,professional.course,no,yes,no,telephone,may,fri,315,4,nonexistent,93.994,-36.4,5191.0,1
1977,35,technician,divorced,professional.course,no,no,yes,telephone,may,fri,102,3,nonexistent,93.994,-36.4,5191.0,2
1978,45,admin.,married,high.school,no,no,yes,telephone,may,fri,35,3,nonexistent,93.994,-36.4,5191.0,2
1979,40,admin.,married,high.school,no,no,no,telephone,may,fri,83,3,nonexistent,93.994,-36.4,5191.0,2
1980,37,technician,married,professional.course,no,yes,no,telephone,may,fri,834,9,nonexistent,93.994,-36.4,5191.0,0
1981,52,technician,married,university.degree,no,no,no,telephone,may,fri,244,5,nonexistent,93.994,-36.4,5191.0,2
1982,36,admin.,married,high.school,no,yes,no,telephone,may,fri,143,3,nonexistent,93.994,-36.4,5191.0,2
1983,40,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,fri,277,3,nonexistent,93.994,-36.4,5191.0,2
1984,43,blue-collar,married,basic.4y,no,yes,no,telephone,may,fri,1534,2,nonexistent,93.994,-36.4,5191.0,0
1985,36,blue-collar,married,basic.6y,unknown,no,no,telephone,may,fri,291,4,nonexistent,93.994,-36.4,5191.0,1
1986,36,blue-collar,single,high.school,no,no,yes,telephone,may,mon,163,2,nonexistent,93.994,-36.4,5191.0,2
1987,43,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,mon,149,6,nonexistent,93.994,-36.4,5191.0,2
1988,44,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,mon,33,4,nonexistent,93.994,-36.4,5191.0,2
1989,49,blue-collar,married,professional.course,unknown,no,no,telephone,may,mon,144,6,nonexistent,93.994,-36.4,5191.0,2
1990,56,retired,married,basic.4y,unknown,yes,yes,telephone,may,mon,146,4,nonexistent,93.994,-36.4,5191.0,2
1991,39,blue-collar,divorced,basic.9y,no,no,no,telephone,may,mon,40,3,nonexistent,93.994,-36.4,5191.0,2
1992,29,blue-collar,married,professional.course,unknown,yes,no,telephone,may,mon,79,6,nonexistent,93.994,-36.4,5191.0,2
1993,41,admin.,single,university.degree,unknown,no,no,telephone,may,mon,112,2,nonexistent,93.994,-36.4,5191.0,2
1994,47,admin.,married,university.degree,no,yes,no,telephone,may,mon,147,5,nonexistent,93.994,-36.4,5191.0,2
1995,38,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,mon,836,4,nonexistent,93.994,-36.4,5191.0,0
1996,36,technician,married,high.school,no,yes,no,telephone,may,mon,290,5,nonexistent,93.994,-36.4,5191.0,1
1997,46,technician,divorced,professional.course,no,yes,no,telephone,may,mon,148,2,nonexistent,93.994,-36.4,5191.0,2
1998,47,services,divorced,high.school,no,yes,no,telephone,may,mon,289,5,nonexistent,93.994,-36.4,5191.0,1
1999,47,blue-collar,single,basic.4y,no,yes,no,telephone,may,mon,345,2,nonexistent,93.994,-36.4,5191.0,1
2000,42,self-employed,married,university.degree,no,yes,no,telephone,may,mon,1002,5,nonexistent,93.994,-36.4,5191.0,0
2001,42,management,married,university.degree,unknown,yes,no,telephone,may,mon,181,4,nonexistent,93.994,-36.4,5191.0,2
2002,59,management,married,university.degree,no,no,no,telephone,may,mon,460,5,nonexistent,93.994,-36.4,5191.0,1
2003,33,unemployed,married,professional.course,unknown,yes,no,telephone,may,mon,129,2,nonexistent,93.994,-36.4,5191.0,2
2004,48,entrepreneur,married,high.school,no,yes,no,telephone,may,mon,76,2,nonexistent,93.994,-36.4,5191.0,2
2005,53,technician,single,professional.course,no,yes,no,telephone,may,mon,111,2,nonexistent,93.994,-36.4,5191.0,2
2006,57,blue-collar,married,unknown,unknown,unknown,unknown,telephone,may,mon,98,3,nonexistent,93.994,-36.4,5191.0,2
2007,34,services,married,high.school,unknown,yes,no,telephone,may,mon,221,2,nonexistent,93.994,-36.4,5191.0,2
2008,51,services,divorced,professional.course,no,yes,no,telephone,may,mon,150,7,nonexistent,93.994,-36.4,5191.0,2
2009,39,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,mon,399,3,nonexistent,93.994,-36.4,5191.0,1
2010,45,unknown,married,unknown,unknown,no,no,telephone,may,mon,139,6,nonexistent,93.994,-36.4,5191.0,2
2011,37,admin.,married,high.school,no,yes,no,telephone,may,mon,115,4,nonexistent,93.994,-36.4,5191.0,2
2012,44,blue-collar,married,basic.6y,no,yes,no,telephone,may,mon,149,5,nonexistent,93.994,-36.4,5191.0,2
2013,48,admin.,married,university.degree,no,no,yes,telephone,may,mon,327,2,nonexistent,93.994,-36.4,5191.0,1
2014,59,retired,married,university.degree,unknown,no,no,telephone,may,mon,92,4,nonexistent,93.994,-36.4,5191.0,2
2015,44,admin.,single,high.school,no,no,no,telephone,may,mon,111,2,nonexistent,93.994,-36.4,5191.0,2
2016,50,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,mon,192,2,nonexistent,93.994,-36.4,5191.0,2
2017,35,services,married,high.school,no,yes,no,telephone,may,mon,88,5,nonexistent,93.994,-36.4,5191.0,2
2018,53,self-employed,married,university.degree,no,no,no,telephone,may,mon,592,2,nonexistent,93.994,-36.4,5191.0,1
2019,41,technician,married,professional.course,unknown,no,no,telephone,may,mon,105,3,nonexistent,93.994,-36.4,5191.0,2
2020,55,admin.,married,high.school,no,yes,yes,telephone,may,mon,62,2,nonexistent,93.994,-36.4,5191.0,2
2021,36,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,114,5,nonexistent,93.994,-36.4,5191.0,2
2022,37,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,59,4,nonexistent,93.994,-36.4,5191.0,2
2023,36,management,divorced,high.school,no,no,no,telephone,may,mon,144,7,nonexistent,93.994,-36.4,5191.0,2
2024,45,management,married,basic.9y,no,yes,yes,telephone,may,mon,346,4,nonexistent,93.994,-36.4,5191.0,1
2025,35,admin.,single,basic.6y,no,yes,no,telephone,may,mon,57,2,nonexistent,93.994,-36.4,5191.0,2
2026,32,admin.,married,high.school,no,yes,no,telephone,may,mon,396,3,nonexistent,93.994,-36.4,5191.0,1
2027,43,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,mon,286,4,nonexistent,93.994,-36.4,5191.0,2
2028,36,entrepreneur,married,university.degree,no,yes,no,telephone,may,mon,59,4,nonexistent,93.994,-36.4,5191.0,2
2029,55,admin.,divorced,university.degree,no,yes,no,telephone,may,mon,38,4,nonexistent,93.994,-36.4,5191.0,2
2030,55,technician,divorced,professional.course,unknown,yes,no,telephone,may,mon,252,4,nonexistent,93.994,-36.4,5191.0,2
2031,54,services,married,basic.4y,unknown,yes,no,telephone,may,mon,566,7,nonexistent,93.994,-36.4,5191.0,1
2032,39,housemaid,married,university.degree,no,yes,no,telephone,may,mon,167,2,nonexistent,93.994,-36.4,5191.0,2
2033,40,technician,married,professional.course,unknown,no,no,telephone,may,mon,127,2,nonexistent,93.994,-36.4,5191.0,2
2034,49,services,married,high.school,unknown,unknown,unknown,telephone,may,mon,71,2,nonexistent,93.994,-36.4,5191.0,2
2035,45,unemployed,married,high.school,unknown,no,no,telephone,may,mon,120,2,nonexistent,93.994,-36.4,5191.0,2
2036,32,admin.,single,university.degree,no,no,no,telephone,may,mon,409,2,nonexistent,93.994,-36.4,5191.0,1
2037,57,management,divorced,university.degree,no,yes,no,telephone,may,mon,117,2,nonexistent,93.994,-36.4,5191.0,2
2038,41,admin.,divorced,high.school,no,no,no,telephone,may,mon,177,4,nonexistent,93.994,-36.4,5191.0,2
2039,24,services,single,high.school,no,no,no,telephone,may,mon,757,2,nonexistent,93.994,-36.4,5191.0,0
2040,49,management,divorced,high.school,unknown,yes,no,telephone,may,mon,145,1,nonexistent,93.994,-36.4,5191.0,2
2041,49,management,divorced,high.school,unknown,no,no,telephone,may,mon,124,1,nonexistent,93.994,-36.4,5191.0,2
2042,59,retired,single,university.degree,no,no,no,telephone,may,mon,36,4,nonexistent,93.994,-36.4,5191.0,2
2043,44,blue-collar,married,professional.course,no,no,no,telephone,may,mon,94,2,nonexistent,93.994,-36.4,5191.0,2
2044,43,management,married,basic.6y,unknown,no,no,telephone,may,mon,189,1,nonexistent,93.994,-36.4,5191.0,2
2045,59,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,24,1,nonexistent,93.994,-36.4,5191.0,2
2046,36,unemployed,married,unknown,unknown,no,no,telephone,may,mon,33,2,nonexistent,93.994,-36.4,5191.0,2
2047,49,technician,divorced,basic.9y,unknown,yes,no,telephone,may,mon,185,1,nonexistent,93.994,-36.4,5191.0,2
2048,39,entrepreneur,divorced,high.school,no,no,no,telephone,may,mon,122,1,nonexistent,93.994,-36.4,5191.0,2
2049,39,entrepreneur,divorced,high.school,no,no,no,telephone,may,mon,225,1,nonexistent,93.994,-36.4,5191.0,2
2050,33,blue-collar,single,high.school,no,no,no,telephone,may,mon,165,1,nonexistent,93.994,-36.4,5191.0,2
2051,42,blue-collar,married,professional.course,no,yes,no,telephone,may,mon,186,1,nonexistent,93.994,-36.4,5191.0,2
2052,33,management,married,university.degree,no,no,no,telephone,may,mon,405,3,nonexistent,93.994,-36.4,5191.0,1
2053,51,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,172,2,nonexistent,93.994,-36.4,5191.0,2
2054,29,management,single,university.degree,no,yes,yes,telephone,may,mon,207,3,nonexistent,93.994,-36.4,5191.0,2
2055,35,admin.,married,university.degree,no,yes,no,telephone,may,mon,325,3,nonexistent,93.994,-36.4,5191.0,1
2056,29,student,single,high.school,unknown,no,no,telephone,may,mon,57,8,nonexistent,93.994,-36.4,5191.0,2
2057,34,management,married,university.degree,unknown,no,no,telephone,may,mon,102,1,nonexistent,93.994,-36.4,5191.0,2
2058,33,services,married,high.school,unknown,no,no,telephone,may,mon,164,3,nonexistent,93.994,-36.4,5191.0,2
2059,54,management,divorced,university.degree,no,no,no,telephone,may,mon,288,2,nonexistent,93.994,-36.4,5191.0,2
2060,56,services,divorced,high.school,unknown,no,no,telephone,may,mon,154,1,nonexistent,93.994,-36.4,5191.0,2
2061,34,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,102,1,nonexistent,93.994,-36.4,5191.0,2
2062,51,blue-collar,married,basic.4y,no,yes,yes,telephone,may,mon,136,2,nonexistent,93.994,-36.4,5191.0,2
2063,33,blue-collar,married,professional.course,no,no,no,telephone,may,mon,53,1,nonexistent,93.994,-36.4,5191.0,2
2064,39,admin.,married,university.degree,no,no,no,telephone,may,mon,744,6,nonexistent,93.994,-36.4,5191.0,0
2065,32,blue-collar,married,professional.course,no,no,no,telephone,may,mon,202,1,nonexistent,93.994,-36.4,5191.0,2
2066,37,admin.,married,university.degree,unknown,yes,no,telephone,may,mon,113,3,nonexistent,93.994,-36.4,5191.0,2
2067,47,technician,divorced,university.degree,no,no,no,telephone,may,mon,130,3,nonexistent,93.994,-36.4,5191.0,2
2068,26,technician,married,university.degree,no,no,no,telephone,may,mon,523,1,nonexistent,93.994,-36.4,5191.0,1
2069,26,self-employed,married,university.degree,no,no,no,telephone,may,mon,231,1,nonexistent,93.994,-36.4,5191.0,2
2070,25,blue-collar,married,high.school,no,no,no,telephone,may,mon,217,1,nonexistent,93.994,-36.4,5191.0,2
2071,52,entrepreneur,married,university.degree,unknown,no,no,telephone,may,mon,151,1,nonexistent,93.994,-36.4,5191.0,2
2072,59,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,293,1,nonexistent,93.994,-36.4,5191.0,1
2073,39,blue-collar,divorced,high.school,no,no,no,telephone,may,mon,281,1,nonexistent,93.994,-36.4,5191.0,2
2074,31,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,363,2,nonexistent,93.994,-36.4,5191.0,1
2075,56,housemaid,divorced,basic.4y,unknown,no,no,telephone,may,mon,86,1,nonexistent,93.994,-36.4,5191.0,2
2076,29,technician,single,university.degree,no,no,no,telephone,may,mon,1147,2,nonexistent,93.994,-36.4,5191.0,0
2077,36,technician,married,university.degree,no,yes,yes,telephone,may,mon,486,1,nonexistent,93.994,-36.4,5191.0,1
2078,44,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,49,2,nonexistent,93.994,-36.4,5191.0,2
2079,31,admin.,divorced,high.school,no,no,no,telephone,may,mon,170,2,nonexistent,93.994,-36.4,5191.0,2
2080,40,housemaid,single,university.degree,no,no,yes,telephone,may,mon,539,1,nonexistent,93.994,-36.4,5191.0,1
2081,34,technician,single,university.degree,unknown,no,no,telephone,may,mon,66,3,nonexistent,93.994,-36.4,5191.0,2
2082,56,entrepreneur,married,basic.4y,no,no,no,telephone,may,mon,820,1,nonexistent,93.994,-36.4,5191.0,0
2083,46,blue-collar,married,basic.4y,unknown,no,yes,telephone,may,mon,125,1,nonexistent,93.994,-36.4,5191.0,2
2084,38,services,divorced,high.school,no,no,no,telephone,may,mon,398,1,nonexistent,93.994,-36.4,5191.0,1
2085,42,management,married,university.degree,no,yes,no,telephone,may,mon,112,1,nonexistent,93.994,-36.4,5191.0,2
2086,42,management,married,university.degree,no,no,no,telephone,may,mon,64,1,nonexistent,93.994,-36.4,5191.0,2
2087,40,services,married,high.school,unknown,no,no,telephone,may,mon,255,1,nonexistent,93.994,-36.4,5191.0,2
2088,47,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,95,8,nonexistent,93.994,-36.4,5191.0,2
2089,44,blue-collar,married,professional.course,unknown,yes,no,telephone,may,mon,140,3,nonexistent,93.994,-36.4,5191.0,2
2090,48,services,married,high.school,no,no,no,telephone,may,mon,788,2,nonexistent,93.994,-36.4,5191.0,0
2091,36,blue-collar,single,basic.9y,no,yes,no,telephone,may,mon,239,4,nonexistent,93.994,-36.4,5191.0,2
2092,31,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,mon,194,2,nonexistent,93.994,-36.4,5191.0,2
2093,30,technician,married,university.degree,no,no,no,telephone,may,mon,165,4,nonexistent,93.994,-36.4,5191.0,2
2094,29,admin.,single,basic.9y,unknown,no,no,telephone,may,mon,306,2,nonexistent,93.994,-36.4,5191.0,1
2095,40,self-employed,married,university.degree,unknown,no,no,telephone,may,mon,63,3,nonexistent,93.994,-36.4,5191.0,2
2096,39,unemployed,married,university.degree,no,yes,no,telephone,may,mon,501,2,nonexistent,93.994,-36.4,5191.0,1
2097,35,technician,married,professional.course,no,yes,no,telephone,may,mon,832,3,nonexistent,93.994,-36.4,5191.0,0
2098,33,entrepreneur,married,high.school,no,no,no,telephone,may,mon,214,4,nonexistent,93.994,-36.4,5191.0,2
2099,48,unemployed,married,high.school,unknown,yes,yes,telephone,may,mon,283,6,nonexistent,93.994,-36.4,5191.0,2
2100,39,technician,married,professional.course,no,yes,no,telephone,may,mon,101,2,nonexistent,93.994,-36.4,5191.0,2
2101,41,admin.,married,university.degree,no,yes,yes,telephone,may,mon,77,2,nonexistent,93.994,-36.4,5191.0,2
2102,28,management,single,unknown,no,no,no,telephone,may,mon,290,6,nonexistent,93.994,-36.4,5191.0,1
2103,34,housemaid,married,university.degree,no,no,no,telephone,may,mon,388,2,nonexistent,93.994,-36.4,5191.0,1
2104,41,admin.,single,unknown,no,yes,yes,telephone,may,mon,1111,3,nonexistent,93.994,-36.4,5191.0,0
2105,27,admin.,single,high.school,unknown,unknown,unknown,telephone,may,mon,1495,4,nonexistent,93.994,-36.4,5191.0,0
2106,27,blue-collar,married,basic.9y,unknown,no,no,telephone,may,mon,322,1,nonexistent,93.994,-36.4,5191.0,1
2107,30,technician,single,professional.course,no,no,no,telephone,may,mon,480,1,nonexistent,93.994,-36.4,5191.0,1
2108,41,services,married,high.school,unknown,yes,yes,telephone,may,mon,146,3,nonexistent,93.994,-36.4,5191.0,2
2109,38,blue-collar,married,professional.course,no,no,no,telephone,may,mon,393,1,nonexistent,93.994,-36.4,5191.0,1
2110,37,entrepreneur,single,university.degree,no,yes,no,telephone,may,mon,744,2,nonexistent,93.994,-36.4,5191.0,0
2111,34,admin.,single,university.degree,no,yes,no,telephone,may,mon,593,2,nonexistent,93.994,-36.4,5191.0,1
2112,33,technician,married,basic.9y,no,yes,no,telephone,may,mon,215,1,nonexistent,93.994,-36.4,5191.0,2
2113,36,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,mon,379,2,nonexistent,93.994,-36.4,5191.0,1
2114,33,technician,married,basic.9y,no,yes,no,telephone,may,mon,315,1,nonexistent,93.994,-36.4,5191.0,1
2115,36,technician,married,high.school,no,yes,no,telephone,may,mon,162,1,nonexistent,93.994,-36.4,5191.0,2
2116,33,technician,married,basic.9y,no,no,no,telephone,may,mon,493,1,nonexistent,93.994,-36.4,5191.0,1
2117,28,student,single,university.degree,unknown,yes,no,telephone,may,mon,225,1,nonexistent,93.994,-36.4,5191.0,2
2118,28,student,single,university.degree,unknown,yes,no,telephone,may,mon,208,1,nonexistent,93.994,-36.4,5191.0,2
2119,38,technician,married,professional.course,no,no,no,telephone,may,mon,80,4,nonexistent,93.994,-36.4,5191.0,2
2120,50,management,divorced,professional.course,no,no,no,telephone,may,mon,39,3,nonexistent,93.994,-36.4,5191.0,2
2121,32,management,married,high.school,no,yes,no,telephone,may,mon,132,1,nonexistent,93.994,-36.4,5191.0,2
2122,45,blue-collar,married,basic.4y,no,no,no,telephone,may,mon,101,1,nonexistent,93.994,-36.4,5191.0,2
2123,36,admin.,married,university.degree,no,no,no,telephone,may,mon,188,1,nonexistent,93.994,-36.4,5191.0,2
2124,30,blue-collar,single,basic.9y,unknown,unknown,unknown,telephone,may,mon,386,2,nonexistent,93.994,-36.4,5191.0,1
2125,41,blue-collar,married,basic.9y,unknown,no,no,telephone,may,mon,457,4,nonexistent,93.994,-36.4,5191.0,1
2126,34,blue-collar,single,basic.6y,unknown,yes,no,telephone,may,mon,891,1,nonexistent,93.994,-36.4,5191.0,0
2127,57,retired,single,high.school,no,no,no,telephone,may,mon,53,1,nonexistent,93.994,-36.4,5191.0,2
2128,50,blue-collar,married,high.school,unknown,no,no,telephone,may,mon,326,1,nonexistent,93.994,-36.4,5191.0,1
2129,57,retired,single,high.school,no,yes,yes,telephone,may,mon,507,1,nonexistent,93.994,-36.4,5191.0,1
2130,32,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,1083,2,nonexistent,93.994,-36.4,5191.0,0
2131,44,blue-collar,married,basic.4y,no,yes,yes,telephone,may,mon,123,2,nonexistent,93.994,-36.4,5191.0,2
2132,57,retired,single,high.school,no,unknown,unknown,telephone,may,mon,1266,1,nonexistent,93.994,-36.4,5191.0,0
2133,46,technician,married,basic.9y,no,no,no,telephone,may,mon,171,6,nonexistent,93.994,-36.4,5191.0,2
2134,44,services,married,basic.4y,unknown,yes,no,telephone,may,mon,160,4,nonexistent,93.994,-36.4,5191.0,2
2135,32,blue-collar,single,basic.9y,no,no,no,telephone,may,mon,178,2,nonexistent,93.994,-36.4,5191.0,2
2136,41,entrepreneur,married,basic.6y,no,no,no,telephone,may,mon,156,3,nonexistent,93.994,-36.4,5191.0,2
2137,38,unemployed,married,basic.9y,unknown,no,no,telephone,may,mon,200,2,nonexistent,93.994,-36.4,5191.0,2
2138,33,technician,married,basic.9y,no,no,no,telephone,may,mon,154,2,nonexistent,93.994,-36.4,5191.0,2
2139,30,blue-collar,single,basic.9y,no,yes,yes,telephone,may,mon,163,4,nonexistent,93.994,-36.4,5191.0,2
2140,37,blue-collar,divorced,basic.4y,unknown,yes,no,telephone,may,mon,391,1,nonexistent,93.994,-36.4,5191.0,1
2141,51,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,470,1,nonexistent,93.994,-36.4,5191.0,1
2142,52,management,married,university.degree,unknown,no,no,telephone,may,mon,268,4,nonexistent,93.994,-36.4,5191.0,2
2143,39,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,793,5,nonexistent,93.994,-36.4,5191.0,0
2144,50,management,married,basic.9y,no,no,no,telephone,may,mon,219,4,nonexistent,93.994,-36.4,5191.0,2
2145,53,retired,divorced,basic.4y,no,no,no,telephone,may,mon,460,1,nonexistent,93.994,-36.4,5191.0,1
2146,51,technician,married,professional.course,no,yes,yes,telephone,may,mon,246,1,nonexistent,93.994,-36.4,5191.0,2
2147,40,admin.,single,university.degree,no,yes,no,telephone,may,mon,194,3,nonexistent,93.994,-36.4,5191.0,2
2148,55,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,mon,413,1,nonexistent,93.994,-36.4,5191.0,1
2149,42,unemployed,married,basic.4y,unknown,yes,no,telephone,may,mon,574,6,nonexistent,93.994,-36.4,5191.0,1
2150,47,admin.,divorced,university.degree,no,yes,no,telephone,may,mon,256,4,nonexistent,93.994,-36.4,5191.0,2
2151,33,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,mon,88,2,nonexistent,93.994,-36.4,5191.0,2
2152,37,self-employed,divorced,university.degree,no,yes,yes,telephone,may,mon,146,1,nonexistent,93.994,-36.4,5191.0,2
2153,37,self-employed,divorced,university.degree,no,yes,no,telephone,may,mon,596,1,nonexistent,93.994,-36.4,5191.0,1
2154,45,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,mon,170,2,nonexistent,93.994,-36.4,5191.0,2
2155,30,admin.,single,high.school,no,unknown,unknown,telephone,may,mon,139,1,nonexistent,93.994,-36.4,5191.0,2
2156,30,admin.,single,high.school,no,no,no,telephone,may,mon,577,1,nonexistent,93.994,-36.4,5191.0,1
2157,38,blue-collar,married,basic.6y,no,no,no,telephone,may,mon,177,3,nonexistent,93.994,-36.4,5191.0,2
2158,31,services,married,high.school,no,yes,no,telephone,may,mon,335,1,nonexistent,93.994,-36.4,5191.0,1
2159,48,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,262,2,nonexistent,93.994,-36.4,5191.0,2
2160,29,admin.,single,high.school,no,yes,no,telephone,may,mon,115,1,nonexistent,93.994,-36.4,5191.0,2
2161,44,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,mon,136,4,nonexistent,93.994,-36.4,5191.0,2
2162,38,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,mon,289,3,nonexistent,93.994,-36.4,5191.0,1
2163,48,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,529,2,nonexistent,93.994,-36.4,5191.0,1
2164,41,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,247,2,nonexistent,93.994,-36.4,5191.0,2
2165,32,services,married,high.school,no,unknown,unknown,telephone,may,mon,72,2,nonexistent,93.994,-36.4,5191.0,2
2166,56,admin.,married,high.school,no,yes,no,telephone,may,mon,166,2,nonexistent,93.994,-36.4,5191.0,2
2167,39,technician,married,university.degree,no,yes,no,telephone,may,mon,320,3,nonexistent,93.994,-36.4,5191.0,1
2168,33,technician,married,professional.course,no,yes,no,telephone,may,mon,307,4,nonexistent,93.994,-36.4,5191.0,1
2169,31,admin.,married,high.school,no,no,no,telephone,may,mon,220,3,nonexistent,93.994,-36.4,5191.0,2
2170,54,retired,divorced,professional.course,no,no,no,telephone,may,mon,241,3,nonexistent,93.994,-36.4,5191.0,2
2171,26,services,divorced,professional.course,no,no,no,telephone,may,mon,241,1,nonexistent,93.994,-36.4,5191.0,2
2172,54,blue-collar,married,professional.course,unknown,yes,yes,telephone,may,mon,198,3,nonexistent,93.994,-36.4,5191.0,2
2173,45,management,married,professional.course,no,no,no,telephone,may,mon,98,2,nonexistent,93.994,-36.4,5191.0,2
2174,41,blue-collar,divorced,basic.6y,no,yes,no,telephone,may,mon,391,2,nonexistent,93.994,-36.4,5191.0,1
2175,35,admin.,single,university.degree,no,no,yes,telephone,may,mon,126,2,nonexistent,93.994,-36.4,5191.0,2
2176,28,admin.,married,high.school,no,yes,no,telephone,may,mon,55,2,nonexistent,93.994,-36.4,5191.0,2
2177,34,self-employed,married,university.degree,no,yes,yes,telephone,may,mon,86,4,nonexistent,93.994,-36.4,5191.0,2
2178,57,retired,single,high.school,no,no,no,telephone,may,mon,166,2,nonexistent,93.994,-36.4,5191.0,2
2179,35,admin.,married,high.school,unknown,no,no,telephone,may,mon,66,4,nonexistent,93.994,-36.4,5191.0,2
2180,39,technician,married,basic.6y,no,no,yes,telephone,may,mon,155,3,nonexistent,93.994,-36.4,5191.0,2
2181,30,services,married,professional.course,unknown,no,no,telephone,may,mon,311,3,nonexistent,93.994,-36.4,5191.0,1
2182,35,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,63,5,nonexistent,93.994,-36.4,5191.0,2
2183,58,management,married,university.degree,no,no,no,telephone,may,mon,236,10,nonexistent,93.994,-36.4,5191.0,2
2184,34,blue-collar,married,basic.9y,no,no,yes,telephone,may,mon,92,3,nonexistent,93.994,-36.4,5191.0,2
2185,29,management,single,university.degree,no,yes,no,telephone,may,mon,253,2,nonexistent,93.994,-36.4,5191.0,2
2186,37,admin.,married,basic.4y,no,yes,no,telephone,may,mon,65,1,nonexistent,93.994,-36.4,5191.0,2
2187,25,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,41,1,nonexistent,93.994,-36.4,5191.0,2
2188,31,blue-collar,married,basic.9y,no,unknown,unknown,telephone,may,mon,163,2,nonexistent,93.994,-36.4,5191.0,2
2189,56,admin.,married,basic.9y,unknown,no,no,telephone,may,mon,10,11,nonexistent,93.994,-36.4,5191.0,2
2190,39,services,married,professional.course,no,no,no,telephone,may,mon,221,1,nonexistent,93.994,-36.4,5191.0,2
2191,27,blue-collar,married,basic.9y,unknown,no,no,telephone,may,mon,484,3,nonexistent,93.994,-36.4,5191.0,1
2192,52,management,married,university.degree,unknown,no,no,telephone,may,mon,467,5,nonexistent,93.994,-36.4,5191.0,1
2193,39,technician,married,university.degree,no,yes,no,telephone,may,mon,241,3,nonexistent,93.994,-36.4,5191.0,2
2194,34,management,single,university.degree,no,no,no,telephone,may,mon,248,2,nonexistent,93.994,-36.4,5191.0,2
2195,47,services,divorced,high.school,no,no,no,telephone,may,mon,198,3,nonexistent,93.994,-36.4,5191.0,2
2196,31,blue-collar,married,basic.6y,no,yes,no,telephone,may,mon,212,2,nonexistent,93.994,-36.4,5191.0,2
2197,33,admin.,married,high.school,no,yes,yes,telephone,may,mon,115,4,nonexistent,93.994,-36.4,5191.0,2
2198,36,blue-collar,married,basic.6y,unknown,no,no,telephone,may,mon,58,7,nonexistent,93.994,-36.4,5191.0,2
2199,31,services,single,high.school,no,unknown,unknown,telephone,may,mon,456,6,nonexistent,93.994,-36.4,5191.0,1
2200,36,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,mon,145,4,nonexistent,93.994,-36.4,5191.0,2
2201,57,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,mon,300,3,nonexistent,93.994,-36.4,5191.0,1
2202,41,management,married,high.school,no,no,no,telephone,may,mon,264,2,nonexistent,93.994,-36.4,5191.0,2
2203,40,admin.,married,basic.9y,unknown,yes,yes,telephone,may,mon,184,4,nonexistent,93.994,-36.4,5191.0,2
2204,40,services,married,high.school,unknown,yes,no,telephone,may,mon,177,4,nonexistent,93.994,-36.4,5191.0,2
2205,29,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,65,5,nonexistent,93.994,-36.4,5191.0,2
2206,39,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,299,5,nonexistent,93.994,-36.4,5191.0,1
